game_id,date,home_team,away_team,home_id,away_id,home_abbreviation,away_abbreviation,home_score,away_score,home_win,neutral_site,conference_competition,season
273090235,2007-11-06,Memphis Tigers,UT Martin Skyhawks,235,2630,MEM,UTM,102,71,1,0,0,2008
273090311,2007-11-05,Richmond Spiders,Maine Black Bears,257,311,RICH,ME,44,42,1,1,0,2008
273100235,2007-11-07,Memphis Tigers,Richmond Spiders,235,257,MEM,RICH,80,63,1,0,0,2008
273100096,2007-11-07,Kentucky Wildcats,Central Arkansas Bears,96,2110,UK,CARK,67,40,1,1,0,2008
273102010,2007-11-06,Gardner-Webb Runnin' Bulldogs,Alabama A&M Bulldogs,2241,2010,GWEB,AAMU,69,55,1,1,0,2008
273100311,2007-11-06,Maine Black Bears,UT Martin Skyhawks,311,2630,ME,UTM,62,66,0,1,0,2008
273110096,2007-11-08,Kentucky Wildcats,Gardner-Webb Runnin' Bulldogs,96,2241,UK,GWEB,68,84,0,1,0,2008
273112084,2007-11-07,Buffalo Bulls,Ohio Valley Fighting Scots,2084,2479,BUF,OHVAL,89,82,1,1,0,2008
273112010,2007-11-07,Central Arkansas Bears,Alabama A&M Bulldogs,2110,2010,CARK,AAMU,69,59,1,1,0,2008
273110041,2007-11-08,UConn Huskies,Morgan State Bears,41,2415,CONN,MORG,69,65,1,1,0,2008
273122172,2007-11-08,Denver Pioneers,East Central (OK) Tigers,2172,2191,DEN,ECTLOK,76,75,1,1,0,2008
273122415,2007-11-08,Morgan State Bears,Ohio Valley Fighting Scots,2415,2479,MORG,OHVAL,77,66,1,1,0,2008
273120201,2007-11-09,Oklahoma Sooners,San Francisco Dons,201,2539,OU,SF,71,55,1,1,0,2008
273120041,2007-11-09,UConn Huskies,Buffalo Bulls,41,2084,CONN,BUF,82,57,1,1,0,2008
273130026,2007-11-10,UCLA Bruins,Portland State Vikings,26,2502,UCLA,PRST,69,48,1,0,0,2008
273132305,2007-11-10,Kansas Jayhawks,UL Monroe Warhawks,2305,2433,KU,ULM,107,78,1,0,0,2008
273132633,2007-11-10,Tennessee Volunteers,Temple Owls,2633,218,TENN,TEM,80,63,1,0,0,2008
273130265,2007-11-10,Washington State Cougars,Eastern Washington Eagles,265,331,WSU,EWU,68,41,1,0,0,2008
273130150,2007-11-10,Duke Blue Devils,North Carolina Central Eagles,150,2428,DUKE,NCCU,121,56,1,0,0,2008
273130245,2007-11-10,Texas A&M Aggies,McNeese Cowboys,245,2377,TA&M,MCN,73,50,1,0,0,2008
273130008,2007-11-10,Arkansas Razorbacks,Wofford Terriers,8,2747,ARK,WOF,67,45,1,0,0,2008
273130221,2007-11-10,Pittsburgh Panthers,Houston Christian Huskies,221,2277,PITT,HCU,103,62,1,1,0,2008
273130024,2007-11-10,Stanford Cardinal,Harvard Crimson,24,108,STAN,HARV,111,56,1,1,0,2008
273132306,2007-11-10,Kansas State Wildcats,Sacramento State Hornets,2306,16,KSU,SAC,94,63,1,0,0,2008
273132199,2007-11-09,Eastern Michigan Eagles,Brown Bears,2199,225,EMU,BRWN,55,74,0,0,0,2008
273132611,2007-11-09,St. Pauls College Tigers,Coppin State Eagles,2611,2154,SP,COPP,65,69,0,0,0,2008
273132169,2007-11-09,Delaware State Hornets,Allen University Yellow Jackets,2169,2019,DSU,ALNU,77,44,1,0,0,2008
273130013,2007-11-09,Cal Poly Mustangs,Massachusetts Minutemen,13,113,CP,MASS,64,90,0,1,0,2008
273132448,2007-11-09,North Carolina A&T Aggies,Saint Louis Billikens,2448,139,NCAT,SLU,43,54,0,0,0,2008
273132181,2007-11-09,Drake Bulldogs,UC San Diego Tritons,2181,28,DRKE,UCSD,81,63,1,0,0,2008
273132717,2007-11-09,Western Carolina Catamounts,Bowling Green Falcons,2717,189,WCU,BGSU,63,60,1,1,0,2008
273130104,2007-11-09,Boston University Terriers,St. Bonaventure Bonnies,104,179,BU,SBU,68,57,1,0,0,2008
273132539,2007-11-09,San Francisco Dons,East Central (OK) Tigers,2539,2191,SF,ECTLOK,87,70,1,1,0,2008
273130059,2007-11-09,Georgia Tech Yellow Jackets,UNC Greensboro Spartans,59,2430,GT,UNCG,74,83,0,0,0,2008
273132113,2007-11-09,Centenary (LA) Gentlemen,Lipscomb Bisons,2113,288,CENTELA,LIP,72,69,1,1,0,2008
273132597,2007-11-10,St. Francis Brooklyn Terriers,Hartford Hawks,2597,42,SFBK,HART,62,59,1,0,0,2008
273132545,2007-11-10,SE Louisiana Lions,Alcorn State Braves,2545,2016,SELA,ALCN,72,54,1,0,0,2008
273132542,2007-11-10,Savannah State Tigers,Carver College Cougars,2542,3117,SAV,CBC,88,48,1,0,0,2008
273132427,2007-11-10,UNC Asheville Bulldogs,Furman Paladins,2427,231,UNCA,FUR,78,75,1,0,0,2008
273132244,2007-11-10,George Mason Patriots,Vermont Catamounts,2244,261,GMU,UVM,60,53,1,0,0,2008
273132142,2007-11-10,Colgate Raiders,Monmouth Hawks,2142,2405,COLG,MONM,63,60,1,0,0,2008
273132050,2007-11-10,Ball State Cardinals,Butler Bulldogs,2050,2086,BALL,BUT,45,61,0,0,0,2008
273130324,2007-11-10,Coastal Carolina Chanticleers,North Greenville Crusaders,324,2822,CCU,NGU,95,75,1,0,1,2008
273130282,2007-11-10,Indiana State Sycamores,Oakland City Mighty Oaks,282,2474,INST,OCU,78,45,1,0,0,2008
273130259,2007-11-10,Virginia Tech Hokies,Elon Phoenix,259,2210,VT,ELON,69,64,1,0,0,2008
273130256,2007-11-10,James Madison Dukes,Siena Saints,256,2561,JMU,SIE,100,88,1,0,0,2008
273130236,2007-11-10,Chattanooga Mocs,Covenant Fighting Scots,236,2157,UTC,COVENANT,120,59,1,0,0,2008
273130227,2007-11-10,Rhode Island Rams,Florida Atlantic Owls,227,2226,URI,FAU,90,63,1,1,0,2008
273130222,2007-11-10,Villanova Wildcats,Stony Brook Seawolves,222,2619,VILL,STBK,86,64,1,0,0,2008
273130219,2007-11-10,Pennsylvania Quakers,Drexel Dragons,219,2182,PENN,DREX,59,67,0,0,0,2008
273130195,2007-11-10,Ohio Bobcats,New Mexico State Aggies,195,166,OHIO,NMSU,80,72,1,0,0,2008
273130171,2007-11-10,Columbia Lions,Fordham Rams,171,2230,COLU,FOR,61,79,0,0,0,2008
273130154,2007-11-10,Wake Forest Demon Deacons,Fairfield Stags,154,2217,WAKE,FAIR,85,60,1,0,0,2008
273130130,2007-11-10,Michigan Wolverines,Radford Highlanders,130,2515,MICH,RAD,82,55,1,0,0,2008
273130119,2007-11-10,Towson Tigers,Loyola Maryland Greyhounds,119,2352,TOW,L-MD,83,69,1,0,0,2008
273130058,2007-11-10,South Florida Bulls,Cleveland State Vikings,58,325,USF,CLE,70,73,0,0,0,2008
273130052,2007-11-10,Florida State Seminoles,Nicholls Colonels,52,2447,FSU,NICH,81,58,1,0,0,2008
273132643,2007-11-10,The Citadel Bulldogs,Daniel Webster College Fighting Scots,2643,3119,CIT,DANIE,131,79,1,0,0,2008
273132670,2007-11-10,VCU Rams,Maryland Eastern Shore Hawks,2670,2379,VCU,UMES,70,51,1,0,0,2008
273132540,2007-11-10,Northwestern State Demons,UC Santa Barbara Gauchos,2466,2540,NWST,UCSB,71,92,0,1,0,2008
273132458,2007-11-10,Northern Colorado Bears,VMI Keydets,2458,2678,UNCO,VMI,104,97,1,1,0,2008
273132429,2007-11-10,Charlotte 49ers,High Point Panthers,2429,2272,CLT,HPU,61,55,1,0,0,2008
273132390,2007-11-10,Miami Hurricanes,Florida Southern Moccasins,2390,51,MIA,FLASOU,104,61,1,0,0,2008
273132344,2007-11-10,Longwood Lancers,Navy Midshipmen,2344,2426,LONG,NAVY,72,88,0,0,0,2008
273130164,2007-11-10,Rutgers Scarlet Knights,Tennessee Tech Golden Eagles,164,2635,RUTG,TNTC,70,64,1,0,0,2008
273130098,2007-11-10,Western Kentucky Hilltoppers,Kennesaw State Owls,98,338,WKU,KENN,96,61,1,0,0,2008
273132617,2007-11-10,Stephen F. Austin Lumberjacks,UT Tyler Patriots,2617,3086,SFA,UTT,63,47,1,0,1,2008
273132579,2007-11-10,South Carolina Gamecocks,South Carolina State Bulldogs,2579,2569,SC,SCST,92,67,1,0,0,2008
273132184,2007-11-10,Duquesne Dukes,Howard Bison,2184,47,DUQ,HOW,129,59,1,0,0,2008
273132166,2007-11-10,Davidson Wildcats,Emory Eagles,2166,2212,DAV,EMORY,120,56,1,0,0,2008
273132132,2007-11-10,Cincinnati Bearcats,Belmont Bruins,2132,2057,CIN,BEL,75,86,0,0,0,2008
273132031,2007-11-10,Little Rock Trojans,University of The Ozarks Eagles,2031,3109,LR,OZARK,92,54,1,0,0,2008
273130333,2007-11-10,Alabama Crimson Tide,Troy Trojans,333,2653,ALA,TROY,84,72,1,0,0,2008
273130326,2007-11-10,Texas State Bobcats,Huston-Tillotson Rams,326,2281,TXST,HTU,101,81,1,0,1,2008
273130270,2007-11-10,Milwaukee Panthers,Upper Iowa Peacocks,270,389,MILW,UPIA,78,53,1,0,0,2008
273130201,2007-11-10,Oklahoma Sooners,Denver Pioneers,201,2172,OU,DEN,80,50,1,1,0,2008
273130057,2007-11-10,Florida Gators,North Dakota State Bison,57,2449,FLA,NDSU,75,65,1,0,0,2008
273132739,2007-11-10,Green Bay Phoenix,Oakland Golden Grizzlies,2739,2473,GB,OAK,76,75,1,0,0,2008
273130198,2007-11-10,Oral Roberts Golden Eagles,Southwestern Oklahoma State Bulldogs,198,2927,ORU,SWO,84,59,1,0,0,2008
273130156,2007-11-10,Creighton Bluejays,DePaul Blue Demons,156,305,CREI,DEP,74,62,1,0,0,2008
273130056,2007-11-10,Stetson Hatters,Palm Beach Atlantic Sailfish,56,2489,STET,PALM ,56,54,1,0,0,2008
273132634,2007-11-10,Tennessee State Tigers,Cumberland (TN) Phoenix,2634,2161,TNST,CMBL,90,80,1,0,1,2008
273130357,2007-11-10,Texas A&M-Corpus Christi Islanders,Texas Southern Tigers,357,2640,AMCC,TXSO,64,72,0,0,0,2008
273130322,2007-11-10,Lafayette Leopards,Wagner Seahawks,322,2681,LAF,WAG,70,74,0,0,0,2008
273130021,2007-11-10,San Diego State Aztecs,Liberty Flames,21,2335,SDSU,LIB,62,50,1,1,0,2008
273132710,2007-11-10,Western Illinois Leathernecks,Waldorf College Warriors,2710,3080,WIU,WAL,76,56,1,0,0,2008
273132655,2007-11-10,Tulane Green Wave,Auburn Tigers,2655,2,TULN,AUB,77,62,1,0,0,2008
273132636,2007-11-10,UTSA Roadrunners,Hardin-Simmons Cowboys,2636,2810,UTSA,HARDSIM,69,47,1,0,1,2008
273130254,2007-11-10,Utah Utes,South Carolina Upstate Spartans,254,2908,UTAH,UPST,86,52,1,0,0,2008
273130248,2007-11-10,Houston Cougars,Morehead State Eagles,248,2413,HOU,MORE,83,54,1,0,0,2008
273130149,2007-11-10,Montana Grizzlies,Colorado State Rams,149,36,MONT,CSU,75,39,1,0,0,2008
273130066,2007-11-10,Iowa State Cyclones,Winston-Salem Rams,66,2736,ISU,WSSU,58,44,1,0,0,2008
273130061,2007-11-10,Georgia Bulldogs,Jacksonville State Gamecocks,61,55,UGA,JXST,107,65,1,0,0,2008
273130038,2007-11-10,Colorado Buffaloes,New Mexico Lobos,38,167,COLO,UNM,47,54,0,0,0,2008
273132638,2007-11-10,UTEP Miners,Arkansas-Pine Bluff Golden Lions,2638,2029,UTEP,UAPB,77,50,1,0,0,2008
273132294,2007-11-10,Iowa Hawkeyes,Idaho State Bengals,2294,304,IOWA,IDST,58,43,1,0,0,2008
273130328,2007-11-10,Utah State Aggies,Southern Utah Thunderbirds,328,253,USU,SUU,60,49,1,0,0,2008
273132460,2007-11-10,Northern Iowa Panthers,Northern Illinois Huskies,2460,2459,UNI,NIU,75,45,1,1,0,2008
273130197,2007-11-10,Oklahoma State Cowboys,Prairie View A&M Panthers,197,2504,OKST,PV,104,48,1,0,0,2008
273132541,2007-11-10,Santa Clara Broncos,CS Monterey Bay Otters,2541,2863,SCU,CSMB,66,49,1,0,0,2008
273132005,2007-11-10,Air Force Falcons,Dartmouth Big Green,2005,159,AF,DART,67,38,1,0,0,2008
273132239,2007-11-10,Cal State Fullerton Titans,Cal State Bakersfield Roadrunners,2239,2934,CSUF,CSUB,92,75,1,0,0,2008
273130068,2007-11-10,Boise State Broncos,Utah Valley Wolverines,68,3084,BOIS,UVU,73,72,1,0,0,2008
273132439,2007-11-10,UNLV Rebels,Montana State Bobcats,2439,147,UNLV,MTST,76,65,1,0,0,2008
273130300,2007-11-10,UC Irvine Anteaters,Loyola Marymount Lions,300,2351,UCI,LMU,74,61,1,0,0,2008
273132608,2007-11-10,Saint Mary's Gaels,Sonoma State Seawolves,2608,2574,SMC,SON,82,57,1,0,0,2008
273130278,2007-11-10,Fresno State Bulldogs,Portland Pilots,278,2501,FRES,PORT,75,68,1,0,0,2008
273130070,2007-11-10,Idaho Vandals,Cascade Thunderbirds,70,2859,IDHO,CASCA,110,52,1,0,0,2008
273130062,2007-11-10,Hawai'i Rainbow Warriors,San Diego Toreros,62,301,HAW,USD,72,73,0,0,0,2008
273140046,2007-11-10,Georgetown Hoyas,William & Mary Tribe,46,2729,GTWN,W&M,68,53,1,0,0,2008
273140269,2007-11-11,Marquette Golden Eagles,IU Indianapolis Jaguars,269,85,MARQ,IUIN,76,68,1,0,0,2008
273142483,2007-11-11,Oregon Ducks,Pepperdine Waves,2483,2492,ORE,PEPP,100,70,1,1,0,2008
273140030,2007-11-10,USC Trojans,Mercer Bears,30,2382,USC,MER,81,96,0,0,0,2008
273140221,2007-11-10,Pittsburgh Panthers,North Carolina A&T Aggies,221,2448,PITT,NCAT,88,61,1,0,0,2008
273140024,2007-11-11,Stanford Cardinal,Northwestern State Demons,24,2466,STAN,NWST,97,58,1,1,0,2008
273142097,2007-11-10,Campbell Fighting Camels,Coker Cobras,2097,229,CAM,COKER,76,47,1,0,0,2008
